id,@id,FIXME,access,accommodation,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:postal_district,addr:postcode,addr:street,addr:substreet,addr:suburb,air_conditioning,alt_name,amenity,atm,branch,brand,brand:facebook,brand:instagram,brand:twitter,brand:website,brand:wikidata,brand:wikipedia,brand:youtube,brewery,building,building:colour,building:facade:material,building:levels,building:material,building:part,changing_table,check_date,check_date:diet:vegetarian,check_date:opening_hours,closed:amenity,cocktails,contact:email,contact:facebook,contact:instagram,contact:phone,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,craft,craft_beer,cuisine,description,description:it,diet:gluten_free,diet:vegan,diet:vegetarian,disused,disused:amenity,dog,drink:beer,drive_through,email,events_venue,fax,fireplace,fixme,food,former:name,games,heritage,indoor_seating,internet_access,internet_access:fee,internet_access:ssid,landuse,layer,level,lgbtq,live_music,mapillary,microbrewery,min_age,music_genre,name,name:en,name:ga,name:ko,name:zh,nohousenumber,not:brand:wikidata,note,old_name,old_name:2015,old_name:2017,old_name:2018,old_name_1,old_name_2,opening_hours,opening_hours:signed,operator,outdoor_seating,panoramax,payment:card,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,pets_allowed,phone,phone:mobile,product,real_ale,real_fire,ref:vatin,reservation,roof:colour,roof:material,roof:shape,shop,short_name,smoking,source,source:website,sport,start,start_date,takeaway,toilets,toilets:access,toilets:wheelchair,tourism,type,website,website:booking,website:menu,website:orders,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,year_built,@geometry,geometry,city_source,source_crs
node/3125025423,node/3125025423,,,,Dublin,,,,,61,,,Thomas Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John's Bar & Haberdashery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.277522 53.342686),Dublin,EPSG:4326
node/3137599783,node/3137599783,,,,Dublin,,,,,,,,Poppintree Parade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quinn's Next Door Off-licence,,,,,,,,,,,,,,,,Tom Quinn,,,,,,,,,,+353 1 8060840,,,,,,,,,,alcohol,,,,,,,,,,,,,,https://www.nextdoor.ie/ballymun.288.html,,,,,,,,,,,POINT (-6.276663 53.400059),Dublin,EPSG:4326
node/3158435067,node/3158435067,,,,Dublin,,,,,,,,Summerhill,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cú Chulainn's at Croke Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.250775 53.356365),Dublin,EPSG:4326
node/3163587327,node/3163587327,,private,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Common Room,,An Seomra Cuibhrinn Sinsearach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.257582 53.344863),Dublin,EPSG:4326
node/3224845421,node/3224845421,,,,Dublin,,Dublin,,,17-19,,D02 FX33,Sycamore Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/wildduckdublin/,https://www.instagram.com/thewildduckdublin/,,,,,,,,,,,,,,yes,,,,,,,hello@thewildduck.ie,,,,,yes,,,,,,,,,,,,,,,,,The Wild Duck,,,,,,,,,,,,,,,,,,,,,,,,,,+35315356849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.265789 53.344572),Dublin,EPSG:4326
node/3310969321,node/3310969321,,,,Dublin,,,,,,D03,,Howth Road,,,,,,,,SuperValu,https://www.facebook.com/SuperValuIreland/,https://www.instagram.com/supervalu_irl/,https://twitter.com/SuperValuIRL/,https://supervalu.ie/,Q7642081,en:SuperValu (Ireland),https://www.youtube.com/user/SuperValuIreland/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SuperValu Off-licence,,,,,,,,,,,,,,,,SuperValu,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.206796 53.370686),Dublin,EPSG:4326
node/3315487523,node/3315487523,,,,Dublin,,,,,16-18,,,Fishamble Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This bar no longer exists,,,,,,,,,,,,,,,,,,Oscars Christchurch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,http://www.oscarschristchurch.com/,,,,limited,,,,,,,POINT (-6.269776 53.344135),Dublin,EPSG:4326
node/3466369329,node/3466369329,,,,Dublin,,,,,33,,D02 R763,Dame Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.263394 53.344078),Dublin,EPSG:4326
node/3466369334,node/3466369334,,,,Dublin,,Dublin,,,4,,D02 NR59,George's Street Great South,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/j.t.pims/,,,,,JTPims1,,,,,,,,,,,,,,,,,hello@jtpims.ie,,,,,,,,,yes,,,,,,,,,,,,,J.T. Pims,,,,,,,,,,,,,,"Mo-Th 12:00-23:30, Fr-Sa 12:00-01:00, Su 12:00-23:00",,,no,,,,,,,,,+353 1 6724645,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.jtpims.ie/,,https://www.jtpims.ie/the-menus,,yes,,,,,,,POINT (-6.264263 53.343716),Dublin,EPSG:4326
node/3470507586,node/3470507586,,,,Dublin,,Dublin,,,32,,D02 EA24,Dame Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/mulliganandhaines/,https://www.instagram.com/mulliganandhaines/,,,,https://twitter.com/MullandHaines,,,,,,,,,,,,,,,,,bookings@mulliganandhaines.ie,,,,,yes,,,,,,,,,,,,,,,,,Mulligan and Haines,,,,,,,,Sweeney's,,,,,,,,,no,,,,,,,,,+353 1 882 4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,POINT (-6.263475 53.344076),Dublin,EPSG:4326
node/3567190069,node/3567190069,,,,Dublin,,Dublin,,,72,,D02 E092,Camden Street Lower,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/CamdenExchange,,,,,,,,,,,,,,,,,,,,,,info@camdenexchange.ie,,,,,,,,,,,,,,,,,,,,,,Camden Exchange,,,,,,,,,,,,,,Mo-Th 16:00-24:00; Fr-Su 12:00-24:00,,,,,,,,,,,,+353 1 5599028,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.265433 53.335109),Dublin,EPSG:4326
node/3579222572,node/3579222572,,,,Dublin,,,,SuperValu,,,,Talbot Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Cellar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.25291 53.351163),Dublin,EPSG:4326
node/3676943504,node/3676943504,,,,Dublin,,,,,,,,Dame Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hely's Bar,,,,,,,,Le Petit Parisien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.26426 53.344054),Dublin,EPSG:4326
node/3677080040,node/3677080040,,,,Dublin,,,,Noctors,,,,Sheriff Street Lower,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,POINT (-6.244806 53.350755),Dublin,EPSG:4326
node/3677094036,node/3677094036,,,,Dublin,,,,Connolly Station,,,D01 V6V6,Amiens Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,The Vaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.24948 53.351361),Dublin,EPSG:4326
node/3739414065,node/3739414065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molloy's Liquor Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.356669 53.342219),Dublin,EPSG:4326
node/3803973848,node/3803973848,,,,Dublin,,,,MV Cill Airne,,,,North Wall Quay,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quay16@mvcillairne.com,,,,,,,,,,,,,,,,,,,,,,White Bar,,,,,,,,,,,,,,,,,,,,,,,,,,+353 1 8178760,,,,,,,,,,,,,,,,,,,,,,,,https://www.mvcillairne.com/,,,,yes,,,,,,,POINT (-6.237697 53.347032),Dublin,EPSG:4326
node/3873256589,node/3873256589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinkstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,https://www.drinkstore.ie/,,,,,,,,,,,POINT (-6.283273 53.351538),Dublin,EPSG:4326
node/4021198488,node/4021198488,,,,Dublin,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.291763 53.381972),Dublin,EPSG:4326
node/4078397589,node/4078397589,,,,Dublin,IE,Dublin,,The Clarence Hotel,6-8,,D02 HT44,Wellington Quay,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/theliquorroomsdublin,https://www.instagram.com/theliquorrooms/,,,,https://twitter.com/TheLiquorRooms,,,,,,,,,,,,,,,,,hello@theliquorrooms.com,,,,,,,,,,,,,,,,,,,,,,The Liquor Rooms,,,,,,,,,,,,,,Mo-Su 17:00+,,,,,,,,,,,,+353 87 3393688,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,POINT (-6.266939 53.345338),Dublin,EPSG:4326
node/4223248090,node/4223248090,,,,,,,,,,,,Hardwicke Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Really a bar?,,,,,,,,,,,,,,,,,,Pat Hanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.263144 53.356763),Dublin,EPSG:4326
node/4249403390,node/4249403390,,,,Dublin,,,,,27,,,Leeson Street Lower,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welcome@housedublin.ie,,,,,,,,,,,,,,,,,,,,,,House Dublin,,,,,,,,,,,,,,"Mo-We 10:00-24:00, Th-Fr 10:00-03:00, Sa 16:00-03:00",,,,,,,,,,,,+353 1 9059090,,,,,,,,,,,,,,,,,,,,,,,,https://www.housedublin.ie/,,,,,,,,,,,POINT (-6.255157 53.334001),Dublin,EPSG:4326
node/4329853451,node/4329853451,,,,Dublin,IE,Dublin,,Lansdowne Hotel,27-29,D04,D04 X5W9,Pembroke Road,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Den Bar,,,,,,,,,,,,,,,,Lansdowne Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,POINT (-6.24128 53.332251),Dublin,EPSG:4326
node/4337347089,node/4337347089,,,,Dublin,,Dublin,,The Russell Court Hotel,21-25,,D02 YF24,Harcourt Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dicey’s Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.russellcourthotel.ie/diceys-garden/,,,,no,,,,,,,POINT (-6.26356 53.335909),Dublin,EPSG:4326
node/4337941791,node/4337941791,,,,Dublin,,,,,,,,Leeson Street Lower,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/100063782190243/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leggs pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.254773 53.334176),Dublin,EPSG:4326
node/4357798892,node/4357798892,,,,Dublin,,Dublin,,Hilton Hotel,,,D02 A893,Charlemont Place,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlemont Bar & Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.hilton.com/en/hotels/dubduhn-hilton-dublin/dining/,,,,yes,,,,,,,POINT (-6.259287 53.330948),Dublin,EPSG:4326
node/4383657305,node/4383657305,,,,Dublin,,,,,,,,Crown Alley,,,,VCC,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/VintageCocktailClub/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vintage Cocktail Club,Vintage Cocktail Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vintagecocktailclub.com/,,,,,,,,,,,POINT (-6.262892 53.34503),Dublin,EPSG:4326
node/4396351895,node/4396351895,,,,Dublin,IE,Dublin,,,142-143,,D02 PH39,Baggot Street Lower,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/XicoDublin,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,23,,Xico,,,,,,,,,,,,,,Mo-Sa 17:00-03:00; Su off,,,,,,,,,,,,+353 1 661 8829,,,,,,,,,,,,,,,,,,,,,,,,https://xico.ie/,https://www.xico.ie/book/,https://www.xico.ie/el-milagro-menu/,,yes,,,,,,,POINT (-6.252793 53.337863),Dublin,EPSG:4326
node/4770224022,node/4770224022,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Reade Bar and Cafe,Robert Reade Bar and Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.251392 53.35136),Dublin,EPSG:4326
node/4799036110,node/4799036110,,,,Dublin,IE,Dublin,,,13,,D04 C7K6,Ballsbridge Terrace,,Ballsbridge,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/thebridge1859,@thebridge1859,,,,@TheBridge1859,,,,,,,,,,,,,,,,,hello@thebridge1859.ie,,,,,yes,,,,yes,,,,,,,,,,,,,The Bridge 1859,,,,,,,,,,,,,,,,,yes,,,,,,,,,+353 1 660 2804,,,,,,,,,,,,,,,,,,,,,,,,https://www.thebridge1859.ie,,,,limited,,,,,,,POINT (-6.232 53.329291),Dublin,EPSG:4326
node/4806183922,node/4806183922,,,,Dublin,,,,,,,,Baggot Street Lower,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olive Green,Olive Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.248569 53.336274),Dublin,EPSG:4326
node/4913827373,node/4913827373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.329378 53.32414),Dublin,EPSG:4326
node/4998192522,node/4998192522,,,,Dublin,,,,,54,,,Middle Abbey Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@wigwamdublin.com,,,,,yes,,,,,wlan,no,,,,,,,,,,,Wigwam,,,,,,,,,,,,,,Mo-Su 11:00-03:00,,,,,,,,,,,,+353 1 873 4020,,,,,,,,,,,,,,,,,,,,,yes,,,https://wigwamdublin.com/,https://wigwamdublin.com/booking,https://wigwamdublin.com/menu/,https://wigwamdublin.com/order,limited,,,,,,,POINT (-6.262153 53.348004),Dublin,EPSG:4326
node/5044580221,node/5044580221,,,,Dublin,,,,,,,,Mayor Street Lower,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Drunken Fish,Drunken Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drunkenfish.ie/,,,,no,,,,,,,POINT (-6.244184 53.349174),Dublin,EPSG:4326
node/5044959521,node/5044959521,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Gate Brewery,Open Gate Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,craft beer,,,,,,,,,,,,,,,,,,,,,,https://www.guinnessopengate.com,,,,yes,,,,,,,POINT (-6.286961 53.343231),Dublin,EPSG:4326
node/5073432440,node/5073432440,,,,Dublin,,,,"Vault C, The chq Building",,,,Custom House Quay,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,Urban Brewing,,,,,,,,,,,,,,,,,yes,,,,,,,,,+353 1 568 5989,,craft beer,,,,,,,,,,,,,,,,,,,,,,https://www.urbanbrewing.ie/,,,,yes,,,,,,,POINT (-6.248064 53.349117),Dublin,EPSG:4326
node/5155648422,node/5155648422,,,,Dublin,,Dublin,,,14A,,D02 A368,Fade Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Market Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://marketbar.ie/,,https://marketbar.ie/our-menus/,,yes,,,,,,,POINT (-6.264036 53.342052),Dublin,EPSG:4326
node/5166614627,node/5166614627,,,,Dublin,,Dublin,,The Shelbourne Hotel,,,D02 K224,St. Stephen's Green,,,,,bar,,,,,,,,,,,,,,,,,,,2025-10-19,,,,,,https://www.facebook.com/theshelbournedublin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Saddle Room,,,,,,,,,,,,,,Mo-Su 17:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.theshelbourne.com/dine-drink/the-saddle-room,https://www.opentable.ie/restref/client/?rid=11647,https://www.theshelbourne.com/resourcefiles/pdf/saddle-room-sample-tdh-and-alc-menu-june-2023.pdf,,yes,,,,,,,POINT (-6.256146 53.339235),Dublin,EPSG:4326
node/5245064896,node/5245064896,,,,,,,,Stella Theatre,207-209,,,Rathmines Road Lower,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/StellaCinemas/,https://www.instagram.com/stellacinemas/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stella Cocktail Club,,,,,,,,,,,,,,,,Press Up Entertainment Group,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,https://stellatheatre.ie/stella-cocktail-club/,,,,no,,,,,,,POINT (-6.265841 53.322389),Dublin,EPSG:4326
node/5301569915,node/5301569915,,,,Dublin,,Dublin,,,80-81,,D01 CK74,Parnell Street,,Rotunda,,Fibber's Rock and Roll Bar,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fibber Magee’s,,,,,,,,,,,,,,,,Murray Pub Group,,,,,,,,,,,,,,,,,,,,,Fibber’s,,,,,,,,,,,,,https://fibbermagees.ie/,,,,,,,,,,,POINT (-6.260512 53.352854),Dublin,EPSG:4326
node/5351684362,node/5351684362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happy's News and Booze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.277354 53.334068),Dublin,EPSG:4326
node/5362108727,node/5362108727,,,,Dublin,,,,,15,,D08 ADW4,Stephen Street Upper,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Snug Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.265991 53.341461),Dublin,EPSG:4326
node/5367355656,node/5367355656,,,,Dublin,,Dublin,,,4,,D02 C6R3,Aston Quay,,,,Riot,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/riot.dublin/,https://www.instagram.com/riot.dublin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r.i.o.t.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.riotdublin.com/,,,https://deliveroo.ie/menu/dublin/city-hall/dubslice-at-riot-core,,,,,,,,POINT (-6.261532 53.346258),Dublin,EPSG:4326
node/5373194431,node/5373194431,,,,Dublin,,Dublin,,The Address Connolly Hotel,,,D01 X6P6,Amiens Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.theaddressconnolly.com/food/the-place/,,,,,,,,,,,POINT (-6.250104 53.351692),Dublin,EPSG:4326
node/5405915952,node/5405915952,,,,Dublin,,,,,,,,Dorset Street Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,Wasabi Market,,,,,,,,W.J. Kavanagh Off-Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.263383 53.357655),Dublin,EPSG:4326
node/5543823597,node/5543823597,,,,Dublin,,,,,,,,Seafield Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly's Off Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.19582 53.364283),Dublin,EPSG:4326
node/5585403333,node/5585403333,,,,Dublin,,,,,,,,Talbot Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maher's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,limited,,,,,,,POINT (-6.252459 53.351196),Dublin,EPSG:4326
node/5590594966,node/5590594966,,,,Dublin,,Dublin,,,,,D07 RF2Y,Smithfield Terrace,,,,,bar,,,,,,,,,,,yes;various;guinness;spirits;wine;cocktails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info.smithfield@maldronhotels.com,,,,,yes,,,,,,,,,,,,,,,,,Grain & Grill Bar,,,,,,,,,,,,,,Mo-Su 17:00-23:30,,,,,,,,,,,,+353 1 485 0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.278663 53.349632),Dublin,EPSG:4326
node/5590642309,node/5590642309,,,,Dublin,,,,,,,D02 RK37,Pearse Street,,,,,bar,,,,,,,,,,,yes;various;guinness;wine;spirits;cocktails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reservations.pearsestreet@maldronhotels.com,,,,,,,,,,,,,,,,,,,,,,Grain & Grill Bar,,,,,,,,,,,,,,Mo-Su 12:00-22:00,,,,,,,,,,,,+353 1 670 3666,,,,,,,,,,,,,,,,,,,,,,,,https://www.maldronhotels.com/dining/grain-and-grill-restaurants/,,,,,,,,,,,POINT (-6.243623 53.343532),Dublin,EPSG:4326
node/5590669322,node/5590669322,,,,Dublin,,,,,,,D01 P5W9,Great Denmark Street,,,,,bar,,,,,,,,,,,yes;various;guinness;spirits;wine;cocktails,,,,,,,,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belvedere Bar,,,,,,,,,,,,,,Mo-Su 11:00-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.262401 53.355013),Dublin,EPSG:4326
node/5678239622,node/5678239622,,,,Dublin,,,,,3,,,Fade Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/nonamedublin,http://instagram.com/nonamebardublin,,,,,,,,,,,,,,,,,,,,,meetme@noname.bar,,,,,,,,,,,,,,,,,,,,,,The Bar With No Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.noname.bar/,,,,no,,,,,,,POINT (-6.264235 53.341902),Dublin,EPSG:4326
node/5729185009,node/5729185009,,,,Dublin,,,,,,,,William Street South,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53 South William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.262663 53.34174),Dublin,EPSG:4326
